snapped_at,price,market_cap,total_volume
2024-05-28 00:00:00 UTC,0.031037980380334198,18309061.19899633,1390700.029091691
2024-05-29 00:00:00 UTC,0.031054599250844365,18321245.778255064,1354251.9448433819
2024-05-30 00:00:00 UTC,0.030432720336911013,17941597.148646016,1347704.8392849357
2024-05-31 00:00:00 UTC,0.029923388137509787,17636532.2791491,1366533.7758367609
2024-06-01 00:00:00 UTC,0.029541046558026696,17421546.51581632,1326906.1823251427
2024-06-02 00:00:00 UTC,0.030688032868340577,18133713.295021623,1339284.7526608135
2024-06-03 00:00:00 UTC,0.030241594218281157,17880025.64868892,1451370.025801291
2024-06-04 00:00:00 UTC,0.029325546208268684,17340252.95766716,1463365.2145904908
2024-06-05 00:00:00 UTC,0.028955791561879503,17142111.82846037,1402722.8161132871
2024-06-06 00:00:00 UTC,0.02906972378727482,17232872.794005543,1472056.2708040404
2024-06-07 00:00:00 UTC,0.028696993495626547,17004396.996439945,1467381.0267020608
2024-06-08 00:00:00 UTC,0.028883221372082265,17119462.15892917,1488427.1266106651
2024-06-09 00:00:00 UTC,0.028744192866565467,17043913.59121867,1479810.0323735964
2024-06-10 00:00:00 UTC,0.028380912799185153,16837792.544790115,1455043.21760699
2024-06-11 00:00:00 UTC,0.028276302590808395,16780642.361819364,1460198.9957719785
2024-06-12 00:00:00 UTC,0.026579468088674382,15797358.58202649,1486740.2153203797
2024-06-13 00:00:00 UTC,0.026357245605472222,15664788.818257408,1471200.6269954217
2024-06-14 00:00:00 UTC,0.02514310862048622,14955654.010466928,1486781.2190890831
2024-06-15 00:00:00 UTC,0.025640594158777303,15247594.688648053,1477173.1683314224
2024-06-16 00:00:00 UTC,0.02696380014068302,16036520.360357583,1484120.671314167
2024-06-17 00:00:00 UTC,0.026965875236442564,16043003.454438146,1472601.337941925
2024-06-18 00:00:00 UTC,0.026964111868951594,16051084.127840195,1480695.853796298
2024-06-19 00:00:00 UTC,0.02690154140191705,16008599.829083137,909776.0451179177
2024-06-20 00:00:00 UTC,0.027510579701277522,16439044.097596942,47012.7627813707
2024-06-21 00:00:00 UTC,0.027797442221168978,16555429.169638468,712267.9608980699
2024-06-22 00:00:00 UTC,0.02763635267839953,16464352.183113644,704176.7727352468
2024-06-23 00:00:00 UTC,0.027193419858107106,16213458.262235858,42108.81725131456
2024-06-24 00:00:00 UTC,0.026391825339140473,15731078.89156214,715062.3333931788
2024-06-25 00:00:00 UTC,0.02552502240166527,15214073.973916544,715046.3865395564
2024-06-26 00:00:00 UTC,0.02459389478124029,15188542.356619457,71344.1376106195
2024-06-27 00:00:00 UTC,0.023939546501783034,14279816.531331744,1385409.7643032926
2024-06-28 00:00:00 UTC,0.02400652402979892,14290473.217098076,1379636.6996602442
2024-06-29 00:00:00 UTC,0.023925556932356595,14246628.375400996,1356951.0370972243
2024-06-30 00:00:00 UTC,0.024257088897648018,14420229.144208135,1367081.3786282984
2024-07-01 00:00:00 UTC,0.024433886569012953,14628749.1157092,1345594.7595422454
2024-07-02 00:00:00 UTC,0.024519631447272688,14672556.59911544,1387594.2222203913
2024-07-03 00:00:00 UTC,0.024412914394101332,14625388.380226238,1564043.933527187
2024-07-04 00:00:00 UTC,0.023692237496591335,14206088.592655715,1573974.8106120068
2024-07-05 00:00:00 UTC,0.0225912132645618,13529785.855412085,1556811.0211554999
2024-07-06 00:00:00 UTC,0.021171984849256646,12696488.303262334,825821.436020069
2024-07-07 00:00:00 UTC,0.02119481730329396,12712161.520470012,747654.3747223815
2024-07-08 00:00:00 UTC,0.020771270220976072,12497795.633093873,40800.36938541944
2024-07-09 00:00:00 UTC,0.020160022405085385,12090946.547872301,769622.1495953505
2024-07-10 00:00:00 UTC,0.02038910914527367,12233478.441737711,45487.29057032147
2024-07-11 00:00:00 UTC,0.02028373211957277,12174609.054597216,40204.832464883904
